node, prevNode, creator, time
1, 0, 0, 0
45, 1, 43, 0.46257181946409204
64, 45, 1, 0.6325504553127249
51, 1, 49, 0.9455189071470353
116, 64, 15, 1.2052132270838156
87, 45, 2, 1.2208315192666306
168, 116, 15, 1.3925258389298063
103, 64, 20, 1.4595482121566683
135, 64, 39, 1.6052526651954793
207, 116, 43, 1.633003220801512
184, 64, 25, 1.8938552341215626
141, 64, 49, 1.928726490071559
211, 207, 43, 1.9789865578210792
152, 103, 20, 2.0203224334586523
244, 168, 24, 2.1792237299096255
208, 103, 54, 2.203605690347526
246, 207, 57, 2.2922591647338426
290, 207, 42, 2.3140411748507868
341, 211, 47, 2.5880151995283454
361, 341, 20, 3.122464285515077
317, 211, 13, 3.167839280099001
398, 317, 13, 3.336676435139215
388, 361, 57, 3.3904639747168095
415, 341, 45, 3.393179335608094
507, 388, 21, 4.238875857003307
535, 388, 40, 4.2482641839812025
532, 388, 38, 4.286920015753071
554, 507, 5, 4.611767296573763
637, 554, 13, 5.324381178554825
620, 535, 44, 5.553841436932213
617, 535, 50, 5.806789592464172
677, 637, 43, 5.874078537927227
