node, prevNode, creator, time
1, 0, 0, 0
45, 1, 43, 0.08811291551913276
64, 45, 1, 0.5172762265346358
87, 45, 2, 0.6702773243530014
51, 1, 49, 0.6859622706193343
116, 64, 15, 1.211467570124082
207, 116, 43, 1.274557393722464
103, 64, 20, 1.3514334784898236
168, 116, 15, 1.3894124938082812
135, 64, 39, 1.5209228488054323
184, 64, 25, 1.5329991211123377
141, 64, 49, 1.6388269136079052
211, 207, 43, 1.6485675748257687
208, 103, 54, 1.7594479680744235
244, 168, 24, 1.8892386835124428
152, 103, 20, 1.9030101932444632
290, 207, 42, 2.007003635228673
246, 207, 57, 2.0272998132228697
341, 211, 47, 2.4875872521176503
415, 341, 45, 2.8336925521867973
361, 341, 20, 3.013297805747517
317, 211, 13, 3.09594703975192
388, 361, 57, 3.1174348878946083
398, 317, 13, 3.2519743542375017
507, 388, 21, 3.854958284509619
554, 507, 5, 3.9760032400382492
532, 388, 38, 4.000084266765178
535, 388, 40, 4.153724368356176
637, 554, 13, 5.265918095217197
620, 535, 44, 5.297194209451963
677, 637, 43, 5.495894061576894
695, 637, 2, 5.61319458576045
617, 535, 50, 5.65128457297801
660, 617, 50, 6.0137282411515525
661, 637, 36, 6.030820112665263
726, 677, 21, 6.109844578535254
