node, prevNode, creator, time
1, 0, 0, 0
45, 1, 43, 0.12242075579716469
64, 45, 1, 0.5004504040847888
87, 45, 2, 0.8401018318961625
51, 1, 49, 0.8487413493150118
103, 64, 20, 1.139520713348766
116, 64, 15, 1.258481118144505
207, 116, 43, 1.290511079391561
168, 116, 15, 1.4560737721839618
135, 64, 39, 1.4621559326400504
211, 207, 43, 1.6753165369400715
152, 103, 20, 1.7059553701896313
184, 64, 25, 1.724256632673183
208, 103, 54, 1.7542568703296533
141, 64, 49, 1.818491086251763
246, 207, 57, 1.831208294477946
290, 207, 42, 2.1375490532222483
244, 168, 24, 2.1516968343434497
341, 211, 47, 2.567825681664397
361, 341, 20, 2.853872272141978
388, 361, 57, 2.9731786094351365
317, 211, 13, 3.012520474217291
415, 341, 45, 3.1370421160873945
398, 317, 13, 3.1648150402183686
535, 388, 40, 4.0921982144098985
507, 388, 21, 4.317077365885656
532, 388, 38, 4.319496009331878
554, 507, 5, 4.494389022279063
620, 535, 44, 4.853537010543735
637, 554, 13, 5.187397826584793
617, 535, 50, 5.4107757537465915
677, 637, 43, 5.554280128798979
660, 617, 50, 5.8306612467647
695, 637, 2, 5.858484051200606
661, 637, 36, 6.069249654711013
