node, prevNode, creator, time
1, 0, 0, 0
45, 1, 43, 0.22055971307803188
64, 45, 1, 0.23701108819093167
51, 1, 49, 0.7869711143277585
87, 45, 2, 0.8514063762081897
103, 64, 20, 1.0521449903947446
135, 64, 39, 1.1925502636143024
116, 64, 15, 1.350645345677183
207, 116, 43, 1.353031569846929
168, 116, 15, 1.5353021030051512
152, 103, 20, 1.6163068045429332
211, 207, 43, 1.708651081808334
141, 64, 49, 1.7454561963234834
208, 103, 54, 1.7802739558905596
184, 64, 25, 1.8228081722712512
246, 207, 57, 1.8953983419212308
290, 207, 42, 1.907296467858318
244, 168, 24, 2.3189736850472418
341, 211, 47, 2.5737528577829427
361, 341, 20, 2.7229936842607887
317, 211, 13, 2.7651032289954447
398, 317, 13, 2.9020469775960414
388, 361, 57, 2.9744696160676485
415, 341, 45, 3.2348170735050723
535, 388, 40, 3.8537533276525933
532, 388, 38, 4.331877056001629
507, 388, 21, 4.376612824075566
554, 507, 5, 4.514493295662184
637, 554, 13, 4.925776961493571
620, 535, 44, 5.142504092142273
617, 535, 50, 5.432091145393528
677, 637, 43, 5.602348180266333
695, 637, 2, 5.870193693275657
660, 617, 50, 5.880859409813596
661, 637, 36, 5.88900217819039
