node, prevNode, creator, time
1, 0, 0, 0
45, 1, 43, 0.5910176238045446
64, 45, 1, 0.7728158477921899
51, 1, 49, 1.2237282446805047
87, 45, 2, 1.3215556147073766
103, 64, 20, 1.3596377798967831
116, 64, 15, 1.7262075757407502
207, 116, 43, 1.8007104162214187
135, 64, 39, 1.8011400852611072
168, 116, 15, 1.897374746022832
152, 103, 20, 1.9038369122440484
141, 64, 49, 2.075752566226616
208, 103, 54, 2.146420278170842
211, 207, 43, 2.165155960708764
184, 64, 25, 2.1915658984947735
246, 207, 57, 2.3130176456877733
290, 207, 42, 2.5815957010259365
244, 168, 24, 2.5933404839193672
341, 211, 47, 2.654094770998679
361, 341, 20, 3.0160361457553417
415, 341, 45, 3.223110866791739
317, 211, 13, 3.2965185226564255
398, 317, 13, 3.384065157787306
388, 361, 57, 3.4590636124245897
535, 388, 40, 4.1062694977143055
507, 388, 21, 4.574685789234954
532, 388, 38, 4.668730563684667
554, 507, 5, 4.686908655211563
620, 535, 44, 5.323670538325899
637, 554, 13, 5.4051184012553275
617, 535, 50, 5.734082767944473
677, 637, 43, 6.048428441211772
