node, prevNode, creator, time
1, 0, 0, 0
45, 1, 43, 0.3902059088444627
64, 45, 1, 0.6082026422653946
51, 1, 49, 0.7480272520895903
87, 45, 2, 0.8527258051634405
103, 64, 20, 1.3404951975953883
135, 64, 39, 1.427061863581691
116, 64, 15, 1.5231562084410004
207, 116, 43, 1.5856721035271808
141, 64, 49, 1.669581790289057
168, 116, 15, 1.7649650770384484
152, 103, 20, 1.822867981916068
208, 103, 54, 1.9181912114901667
211, 207, 43, 1.9398782686914786
184, 64, 25, 2.0062390176374842
246, 207, 57, 2.017636905259653
290, 207, 42, 2.0337204771743878
244, 168, 24, 2.173423808851128
341, 211, 47, 2.6365291642938047
361, 341, 20, 2.943399808750738
415, 341, 45, 3.02101263100443
388, 361, 57, 3.06882547991593
317, 211, 13, 3.187884427077127
398, 317, 13, 3.2627539754120765
535, 388, 40, 4.260358923294104
507, 388, 21, 4.409421381175408
554, 507, 5, 4.476813366466464
532, 388, 38, 4.489233710069098
620, 535, 44, 5.130770682036209
637, 554, 13, 5.2642844658991415
617, 535, 50, 5.536723969692601
695, 637, 2, 5.804908574678143
677, 637, 43, 5.825739733358058
660, 617, 50, 5.975856817939183
