node, prevNode, creator, time
1, 0, 0, 0
45, 1, 43, 0.7057148293400277
64, 45, 1, 0.7214628051989013
51, 1, 49, 1.052593068576394
87, 45, 2, 1.0940408917890643
103, 64, 20, 1.4010820786028932
116, 64, 15, 1.5226623610208125
135, 64, 39, 1.6422138845943477
168, 116, 15, 1.7156496138923716
207, 116, 43, 1.846263567947026
152, 103, 20, 1.8879471387501303
208, 103, 54, 1.9512642513726488
184, 64, 25, 1.992123704948086
141, 64, 49, 2.0362384891249237
246, 207, 57, 2.053694052035889
211, 207, 43, 2.1629512585864967
290, 207, 42, 2.502026031935169
244, 168, 24, 2.6139854109427403
341, 211, 47, 2.846234086403531
361, 341, 20, 3.0496819119162546
388, 361, 57, 3.1293818659873565
317, 211, 13, 3.2569563804197488
398, 317, 13, 3.3464274523411275
415, 341, 45, 3.428854501643077
535, 388, 40, 4.359310161058899
532, 388, 38, 4.587905260214948
507, 388, 21, 4.615953019624979
554, 507, 5, 4.746379599154448
620, 535, 44, 5.256256475490361
637, 554, 13, 5.412885323163904
617, 535, 50, 5.630474163559933
695, 637, 2, 6.03739675371931
677, 637, 43, 6.0489571164505325
660, 617, 50, 6.061209318001235
