node, prevNode, creator, time
1, 0, 0, 0
45, 1, 43, 0.46559147151255686
64, 45, 1, 0.6944730501569958
51, 1, 49, 0.8839704933133795
87, 45, 2, 1.0674941263500366
103, 64, 20, 1.1398031061931513
135, 64, 39, 1.161566723634862
116, 64, 15, 1.3875829364426604
168, 116, 15, 1.5951325536999537
152, 103, 20, 1.6394306085552859
207, 116, 43, 1.6609523604462093
246, 207, 57, 1.7954024964060018
141, 64, 49, 1.8164643285036637
184, 64, 25, 1.8797632123177936
244, 168, 24, 1.907942373301304
211, 207, 43, 1.9664643633807932
208, 103, 54, 2.0190615197522948
290, 207, 42, 2.2691740214398033
341, 211, 47, 2.6945797578067
361, 341, 20, 2.7744677784518164
388, 361, 57, 2.944640548672699
415, 341, 45, 3.2392222212522634
317, 211, 13, 3.2541149195744175
398, 317, 13, 3.388592086812394
535, 388, 40, 4.154479902313779
507, 388, 21, 4.1882585487667985
532, 388, 38, 4.215789400062574
554, 507, 5, 4.5113531416389305
617, 535, 50, 5.358455607625382
620, 535, 44, 5.365010797612366
637, 554, 13, 5.365340670129571
660, 617, 50, 5.813802344774228
677, 637, 43, 5.869853032932334
695, 637, 2, 6.042713761619899
