node, prevNode, creator, time
1, 0, 0, 0
45, 1, 43, 0.40981402110466614
64, 45, 1, 0.4306607023601883
103, 64, 20, 0.6991594895876259
51, 1, 49, 0.9470283545238439
87, 45, 2, 1.0971477665026275
152, 103, 20, 1.2077530708885793
135, 64, 39, 1.3245433334392556
116, 64, 15, 1.357797769975947
207, 116, 43, 1.563788360277356
168, 116, 15, 1.5812859964461605
246, 207, 57, 1.7438854474564187
211, 207, 43, 1.8968035971982293
184, 64, 25, 1.9300389129825914
208, 103, 54, 1.97271048640529
141, 64, 49, 1.9867022868935957
341, 211, 47, 2.253654954991217
290, 207, 42, 2.272933520977249
244, 168, 24, 2.2818749695017555
361, 341, 20, 2.362476662961602
388, 361, 57, 2.820246785488287
317, 211, 13, 2.9527042381213118
398, 317, 13, 3.0738103920870445
415, 341, 45, 3.3858054177329167
535, 388, 40, 3.845583799566409
532, 388, 38, 4.355618557500013
507, 388, 21, 4.418903685894198
554, 507, 5, 4.7242954234293695
637, 554, 13, 5.098887684584148
620, 535, 44, 5.291263637910195
617, 535, 50, 5.316085640913082
660, 617, 50, 5.738063258300798
677, 637, 43, 5.770346291892002
695, 637, 2, 6.018710219112279
661, 637, 36, 6.038626788907172
