node, prevNode, creator, time
1, 0, 0, 0
45, 1, 43, 0.5326316855409595
51, 1, 49, 0.8381038457219143
64, 45, 1, 0.891678004021103
87, 45, 2, 1.1191009040610784
135, 64, 39, 1.2938240712358466
116, 64, 15, 1.373498479666934
103, 64, 20, 1.381643837135099
168, 116, 15, 1.5781216433913066
207, 116, 43, 1.7366875564415993
141, 64, 49, 1.7703695389731173
184, 64, 25, 1.8038884738909302
152, 103, 20, 1.8903249675419818
244, 168, 24, 2.0774077288944057
211, 207, 43, 2.0803292771208635
208, 103, 54, 2.196332822976018
290, 207, 42, 2.234541346661125
246, 207, 57, 2.286712557436249
341, 211, 47, 2.6606197637897355
361, 341, 20, 3.072651587022286
317, 211, 13, 3.201311982069404
398, 317, 13, 3.2442922527209244
415, 341, 45, 3.265515009403269
388, 361, 57, 3.4024701287702417
532, 388, 38, 3.8018604954600956
507, 388, 21, 4.148761292227924
535, 388, 40, 4.316369313969852
554, 507, 5, 4.43945004718637
637, 554, 13, 5.28250135461213
620, 535, 44, 5.5185857382547745
617, 535, 50, 5.557354756351489
677, 637, 43, 5.912860790801557
660, 617, 50, 6.036345699776648
695, 637, 2, 6.047293530784296
