node, prevNode, creator, time
1, 0, 0, 0
45, 1, 43, 0.5954541008106842
51, 1, 49, 0.8555641332435211
64, 45, 1, 0.9526257495920198
87, 45, 2, 1.2024754298943237
103, 64, 20, 1.2807917618793887
116, 64, 15, 1.4345515456036253
168, 116, 15, 1.5948935202942383
184, 64, 25, 1.6068434537844984
135, 64, 39, 1.7163322131611882
207, 116, 43, 1.7666900705635846
141, 64, 49, 1.772945645986697
152, 103, 20, 1.824125919137996
246, 207, 57, 2.004261740690949
244, 168, 24, 2.103836043639141
211, 207, 43, 2.147869504989669
208, 103, 54, 2.1717020636932833
290, 207, 42, 2.5454629028648785
341, 211, 47, 2.7361947379987868
361, 341, 20, 2.9378288736391243
388, 361, 57, 3.0325899350073904
317, 211, 13, 3.260717495723063
398, 317, 13, 3.3246079809082922
415, 341, 45, 3.3544872808326414
507, 388, 21, 4.211342436907414
532, 388, 38, 4.248103462248662
535, 388, 40, 4.400182163459596
554, 507, 5, 4.564153669187448
620, 535, 44, 5.146691277482587
637, 554, 13, 5.364891150139575
617, 535, 50, 5.505512747868097
660, 617, 50, 5.9876478021060136
677, 637, 43, 5.994792956385193
